Time,Timestamp,JourneyID,Mode,PredictionMode,Acc_Lin_X,Acc_Lin_Y,Acc_Lin_Z,Acc_X,Acc_Y,Acc_Z,Bar_Pressure,Loc_Altitude,Loc_Latitude,Loc_Longitude,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Rot_Vec_RotationVector,Rot_Vec_X,Rot_Vec_Y,Rot_Vec_Z
2020-12-18 08:50:43,1608281442816,_0aihLkBHOH,MRT,UNKNOWN,,,,,,,,,,,,,,,,,0.935386889,0.104223107,-0.079838168,-0.328351491
2020-12-18 08:50:43,1608281442927,_0aihLkBHOH,MRT,UNKNOWN,,,,,,,,,,,,,,-167.1796875,-73.4342041,-364.3227539,0.935386889,0.104223107,-0.079838168,-0.328351491
2020-12-18 08:50:43,1608281442985,_0aihLkBHOH,MRT,UNKNOWN,,,,,,,,,,,-0.3394593,0.141204789,0.250626087,-167.1796875,-73.4342041,-364.3227539,0.935386889,0.104223107,-0.079838168,-0.328351491
2020-12-18 08:50:43,1608281443041,_0aihLkBHOH,MRT,UNKNOWN,,,,,,,100.7058411,,,,-0.3394593,0.141204789,0.250626087,-167.1796875,-73.4342041,-364.3227539,0.935386889,0.104223107,-0.079838168,-0.328351491
2020-12-18 08:50:43,1608281443078,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.058990479,-0.280334473,-0.973419189,100.7058411,,,,-0.3394593,0.141204789,0.250626087,-167.1796875,-73.4342041,-364.3227539,0.935386889,0.104223107,-0.079838168,-0.328351491
2020-12-18 08:50:44,1608281443927,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.058990479,-0.280334473,-0.973419189,100.7058411,,,,-0.3394593,0.141204789,0.250626087,-167.1796875,-73.4342041,-364.3227539,0.942323337,0.106602518,-0.051778621,-0.313019833
2020-12-18 08:50:44,1608281444039,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.058990479,-0.280334473,-0.973419189,100.7058411,,,,-0.3394593,0.141204789,0.250626087,-169.1715851,-84.25798035,-364.4167175,0.942323337,0.106602518,-0.051778621,-0.313019833
2020-12-18 08:50:44,1608281444097,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.058990479,-0.280334473,-0.973419189,100.7058411,,,,0.039257124,-0.038106907,-0.177605405,-169.1715851,-84.25798035,-364.4167175,0.942323337,0.106602518,-0.051778621,-0.313019833
2020-12-18 08:50:44,1608281444155,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.058990479,-0.280334473,-0.973419189,100.7020721,,,,0.039257124,-0.038106907,-0.177605405,-169.1715851,-84.25798035,-364.4167175,0.942323337,0.106602518,-0.051778621,-0.313019833
2020-12-18 08:50:44,1608281444209,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.056610107,-0.251205444,-0.986099243,100.7020721,,,,0.039257124,-0.038106907,-0.177605405,-169.1715851,-84.25798035,-364.4167175,0.942323337,0.106602518,-0.051778621,-0.313019833
2020-12-18 08:50:45,1608281445039,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.056610107,-0.251205444,-0.986099243,100.7020721,,,,0.039257124,-0.038106907,-0.177605405,-169.1715851,-84.25798035,-364.4167175,0.941483684,0.082032052,-0.05178935,-0.322795776
2020-12-18 08:50:45,1608281445152,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.056610107,-0.251205444,-0.986099243,100.7020721,,,,0.039257124,-0.038106907,-0.177605405,-172.5667267,-86.72138977,-375.8937683,0.941483684,0.082032052,-0.05178935,-0.322795776
2020-12-18 08:50:45,1608281445210,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.056610107,-0.251205444,-0.986099243,100.7020721,,,,-0.0177521,-0.036130574,0.070944212,-172.5667267,-86.72138977,-375.8937683,0.941483684,0.082032052,-0.05178935,-0.322795776
2020-12-18 08:50:45,1608281445267,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.056610107,-0.251205444,-0.986099243,100.6995468,,,,-0.0177521,-0.036130574,0.070944212,-172.5667267,-86.72138977,-375.8937683,0.941483684,0.082032052,-0.05178935,-0.322795776
2020-12-18 08:50:45,1608281445319,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.059265137,-0.162109375,-1.017623901,100.6995468,,,,-0.0177521,-0.036130574,0.070944212,-172.5667267,-86.72138977,-375.8937683,0.941483684,0.082032052,-0.05178935,-0.322795776
2020-12-18 08:50:46,1608281446153,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.059265137,-0.162109375,-1.017623901,100.6995468,,,,-0.0177521,-0.036130574,0.070944212,-172.5667267,-86.72138977,-375.8937683,0.930725527,0.087777013,-0.059498518,-0.350007005
2020-12-18 08:50:46,1608281446265,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.059265137,-0.162109375,-1.017623901,100.6995468,,,,-0.0177521,-0.036130574,0.070944212,-166.2608948,-83.72134399,-360.5733643,0.930725527,0.087777013,-0.059498518,-0.350007005
2020-12-18 08:50:46,1608281446324,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.059265137,-0.162109375,-1.017623901,100.6995468,,,,-0.095336109,0.242520496,-0.13819249,-166.2608948,-83.72134399,-360.5733643,0.930725527,0.087777013,-0.059498518,-0.350007005
2020-12-18 08:50:46,1608281446387,_0aihLkBHOH,MRT,UNKNOWN,,,,-0.059265137,-0.162109375,-1.017623901,100.6954041,,,,-0.095336109,0.242520496,-0.13819249,-166.2608948,-83.72134399,-360.5733643,0.930725527,0.087777013,-0.059498518,-0.350007005
2020-12-18 08:50:46,1608281446446,_0aihLkBHOH,MRT,UNKNOWN,,,,0.003540039,-0.199661255,-0.984954834,100.6954041,,,,-0.095336109,0.242520496,-0.13819249,-166.2608948,-83.72134399,-360.5733643,0.930725527,0.087777013,-0.059498518,-0.350007005
2020-12-18 08:50:47,1608281447265,_0aihLkBHOH,MRT,UNKNOWN,,,,0.003540039,-0.199661255,-0.984954834,100.6954041,,,,-0.095336109,0.242520496,-0.13819249,-166.2608948,-83.72134399,-360.5733643,0.916255976,0.108790747,-0.02924248,-0.38442748
2020-12-18 08:50:47,1608281447376,_0aihLkBHOH,MRT,UNKNOWN,,,,0.003540039,-0.199661255,-0.984954834,100.6954041,,,,-0.095336109,0.242520496,-0.13819249,-166.2458954,-86.72666931,-364.3900757,0.916255976,0.108790747,-0.02924248,-0.38442748
2020-12-18 08:50:47,1608281447433,_0aihLkBHOH,MRT,UNKNOWN,,,,0.003540039,-0.199661255,-0.984954834,100.6954041,,,,0.027561586,0.014183464,-0.024862206,-166.2458954,-86.72666931,-364.3900757,0.916255976,0.108790747,-0.02924248,-0.38442748
2020-12-18 08:50:47,1608281447487,_0aihLkBHOH,MRT,UNKNOWN,,,,0.003540039,-0.199661255,-0.984954834,100.6924133,,,,0.027561586,0.014183464,-0.024862206,-166.2458954,-86.72666931,-364.3900757,0.916255976,0.108790747,-0.02924248,-0.38442748
2020-12-18 08:50:48,1608281447538,_0aihLkBHOH,MRT,UNKNOWN,,,,0.019729614,-0.233566284,-0.939147949,100.6924133,,,,0.027561586,0.014183464,-0.024862206,-166.2458954,-86.72666931,-364.3900757,0.916255976,0.108790747,-0.02924248,-0.38442748
2020-12-18 08:50:48,1608281448377,_0aihLkBHOH,MRT,UNKNOWN,,,,0.019729614,-0.233566284,-0.939147949,100.6924133,,,,0.027561586,0.014183464,-0.024862206,-166.2458954,-86.72666931,-364.3900757,0.920589111,0.108917159,-0.030796388,-0.373770336
2020-12-18 08:50:48,1608281448473,_0aihLkBHOH,MRT,UNKNOWN,,,,0.019729614,-0.233566284,-0.939147949,100.6924133,,,,0.027561586,0.014183464,-0.024862206,-168.5664063,-87.31066895,-366.7390442,0.920589111,0.108917159,-0.030796388,-0.373770336
2020-12-18 08:50:49,1608281448526,_0aihLkBHOH,MRT,UNKNOWN,,,,0.019729614,-0.233566284,-0.939147949,100.6924133,,,,0.019039204,-0.042378083,-0.024294155,-168.5664063,-87.31066895,-366.7390442,0.920589111,0.108917159,-0.030796388,-0.373770336
2020-12-18 08:50:49,1608281448580,_0aihLkBHOH,MRT,UNKNOWN,,,,0.019729614,-0.233566284,-0.939147949,100.6924133,,,,0.019039204,-0.042378083,-0.024294155,-168.5664063,-87.31066895,-366.7390442,0.920589111,0.108917159,-0.030796388,-0.373770336
