Time,Timestamp,JourneyID,Mode,PredictionMode,Acc_Lin_X,Acc_Lin_Y,Acc_Lin_Z,Acc_X,Acc_Y,Acc_Z,Bar_Pressure,Loc_Altitude,Loc_Latitude,Loc_Longitude,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Rot_Vec_RotationVector,Rot_Vec_X,Rot_Vec_Y,Rot_Vec_Z
2020-12-25 09:59:50,1608890389594,_mcSOFNX4Ge,MRT,STILL,,,,,,,,,,,,,,,,,0.957063825,0.152110776,-0.025864005,-0.245402236
2020-12-25 09:59:50,1608890389668,_mcSOFNX4Ge,MRT,STILL,,,,,,,100.7663651,,,,,,,,,,0.957063825,0.152110776,-0.025864005,-0.245402236
2020-12-25 09:59:50,1608890389712,_mcSOFNX4Ge,MRT,STILL,,,,0.040771484,-0.319274902,-0.97164917,100.7663651,,,,,,,,,,0.957063825,0.152110776,-0.025864005,-0.245402236
2020-12-25 09:59:50,1608890389757,_mcSOFNX4Ge,MRT,STILL,,,,0.040771484,-0.319274902,-0.97164917,100.7663651,,,,,,,545.7744141,142.0982971,-474.4796753,0.957063825,0.152110776,-0.025864005,-0.245402236
2020-12-25 09:59:50,1608890389802,_mcSOFNX4Ge,MRT,STILL,,,,0.040771484,-0.319274902,-0.97164917,100.7663651,,,,-0.017480457,0.006797985,-0.003302852,545.7744141,142.0982971,-474.4796753,0.957063825,0.152110776,-0.025864005,-0.245402236
2020-12-25 09:59:51,1608890390668,_mcSOFNX4Ge,MRT,STILL,,,,0.040771484,-0.319274902,-0.97164917,100.7663651,,,,-0.017480457,0.006797985,-0.003302852,545.7744141,142.0982971,-474.4796753,0.957201374,0.151964957,-0.025776915,-0.244964365
2020-12-25 09:59:51,1608890390757,_mcSOFNX4Ge,MRT,STILL,,,,0.040771484,-0.319274902,-0.97164917,100.802742,,,,-0.017480457,0.006797985,-0.003302852,545.7744141,142.0982971,-474.4796753,0.957201374,0.151964957,-0.025776915,-0.244964365
2020-12-25 09:59:51,1608890390800,_mcSOFNX4Ge,MRT,STILL,,,,0.047225952,-0.320205688,-0.967880249,100.802742,,,,-0.017480457,0.006797985,-0.003302852,545.7744141,142.0982971,-474.4796753,0.957201374,0.151964957,-0.025776915,-0.244964365
2020-12-25 09:59:51,1608890390845,_mcSOFNX4Ge,MRT,STILL,,,,0.047225952,-0.320205688,-0.967880249,100.802742,,,,-0.017480457,0.006797985,-0.003302852,595.3407593,156.7375946,-472.6738281,0.957201374,0.151964957,-0.025776915,-0.244964365
2020-12-25 09:59:51,1608890390892,_mcSOFNX4Ge,MRT,STILL,,,,0.047225952,-0.320205688,-0.967880249,100.802742,,,,-0.005345497,-0.016455406,-0.009426525,595.3407593,156.7375946,-472.6738281,0.957201374,0.151964957,-0.025776915,-0.244964365
