Time,Timestamp,JourneyID,Mode,PredictionMode,Acc_Lin_X,Acc_Lin_Y,Acc_Lin_Z,Acc_X,Acc_Y,Acc_Z,Bar_Pressure,Loc_Altitude,Loc_Latitude,Loc_Longitude,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Ped_Steps,Rot_Vec_RotationVector,Rot_Vec_X,Rot_Vec_Y,Rot_Vec_Z
2020-12-18 08:38:31,1608280711108,_x9zjhR3yU5,UNKNOWN,WALKING,,,,,,,,25.74815559,1.26499761,103.8215124,,,,,,,,,,,
2020-12-18 08:38:31,1608280711122,_x9zjhR3yU5,UNKNOWN,WALKING,,,,,,,,25.74815559,1.264997571,103.8215125,,,,,,,,,,,
2020-12-18 08:38:31,1608280711393,_x9zjhR3yU5,UNKNOWN,WALKING,,,,,,,,25.74815559,1.264996811,103.821513,,,,,,,,,,,
2020-12-18 08:38:34,1608280713856,_QjrQUfEqDg,UNKNOWN,WALKING,,,,0.044540405,-0.562210083,-0.799987793,,25.74815559,1.264996811,103.821513,,,,,,,,,,,
2020-12-18 08:38:35,1608280714812,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.044540405,-0.562210083,-0.799987793,,25.74815559,1.264996811,103.821513,,,,,,,,0.935965583,0.197690157,-0.041071086,-0.288444451
2020-12-18 08:38:35,1608280714908,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.044540405,-0.562210083,-0.799987793,,25.74815559,1.264996811,103.821513,,,,-183.9891357,-65.19815063,-364.544281,,0.935965583,0.197690157,-0.041071086,-0.288444451
2020-12-18 08:38:35,1608280714956,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.044540405,-0.562210083,-0.799987793,,25.74815559,1.264996811,103.821513,-0.396857351,0.589529335,-0.018726284,-183.9891357,-65.19815063,-364.544281,,0.935965583,0.197690157,-0.041071086,-0.288444451
2020-12-18 08:38:35,1608280715004,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.044540405,-0.562210083,-0.799987793,100.7471848,25.74815559,1.264996811,103.821513,-0.396857351,0.589529335,-0.018726284,-183.9891357,-65.19815063,-364.544281,,0.935965583,0.197690157,-0.041071086,-0.288444451
2020-12-18 08:38:35,1608280715047,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.044540405,-0.562210083,-0.799987793,100.7471848,25.74815559,1.264996811,103.821513,-0.396857351,0.589529335,-0.018726284,-183.9891357,-65.19815063,-364.544281,2328,0.935965583,0.197690157,-0.041071086,-0.288444451
2020-12-18 08:38:35,1608280715091,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.058578491,-0.378875732,-0.952026367,100.7471848,25.74815559,1.264996811,103.821513,-0.396857351,0.589529335,-0.018726284,-183.9891357,-65.19815063,-364.544281,2328,0.935965583,0.197690157,-0.041071086,-0.288444451
2020-12-18 08:38:36,1608280715988,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.058578491,-0.378875732,-0.952026367,100.7471848,25.74815559,1.264996811,103.821513,-0.396857351,0.589529335,-0.018726284,-183.9891357,-65.19815063,-364.544281,2328,0.910024967,0.302028589,-0.014450647,-0.283591935
2020-12-18 08:38:36,1608280716081,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.058578491,-0.378875732,-0.952026367,100.7471848,25.74815559,1.264996811,103.821513,-0.396857351,0.589529335,-0.018726284,-181.2910004,-65.7285614,-375.554657,2328,0.910024967,0.302028589,-0.014450647,-0.283591935
2020-12-18 08:38:36,1608280716130,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.058578491,-0.378875732,-0.952026367,100.7471848,25.74815559,1.264996811,103.821513,-0.077009566,0.372254789,0.181837976,-181.2910004,-65.7285614,-375.554657,2328,0.910024967,0.302028589,-0.014450647,-0.283591935
2020-12-18 08:38:36,1608280716177,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.058578491,-0.378875732,-0.952026367,100.7471848,25.74815559,1.264996811,103.821513,-0.077009566,0.372254789,0.181837976,-181.2910004,-65.7285614,-375.554657,2328,0.910024967,0.302028589,-0.014450647,-0.283591935
2020-12-18 08:38:36,1608280716221,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.11819458,-0.5728302,-0.809204102,100.7471848,25.74815559,1.264996811,103.821513,-0.077009566,0.372254789,0.181837976,-181.2910004,-65.7285614,-375.554657,2328,0.910024967,0.302028589,-0.014450647,-0.283591935
2020-12-18 08:38:37,1608280717093,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.11819458,-0.5728302,-0.809204102,100.7471848,25.74815559,1.264996811,103.821513,-0.077009566,0.372254789,0.181837976,-181.2910004,-65.7285614,-375.554657,2328,0.824304405,0.306391093,-0.224161102,-0.419998337
2020-12-18 08:38:37,1608280717180,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.11819458,-0.5728302,-0.809204102,100.7471848,25.74815559,1.264996811,103.821513,-0.077009566,0.372254789,0.181837976,-175.2230988,-71.35731506,-344.1292419,2328,0.824304405,0.306391093,-0.224161102,-0.419998337
2020-12-18 08:38:37,1608280717229,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.11819458,-0.5728302,-0.809204102,100.7471848,25.74815559,1.264996811,103.821513,1.357065439,-0.399539679,-0.014907044,-175.2230988,-71.35731506,-344.1292419,2328,0.824304405,0.306391093,-0.224161102,-0.419998337
2020-12-18 08:38:37,1608280717279,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.11819458,-0.5728302,-0.809204102,100.7480469,25.74815559,1.264996811,103.821513,1.357065439,-0.399539679,-0.014907044,-175.2230988,-71.35731506,-344.1292419,2328,0.824304405,0.306391093,-0.224161102,-0.419998337
2020-12-18 08:38:37,1608280717329,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.11819458,-0.5728302,-0.809204102,100.7480469,25.74815559,1.264996811,103.821513,1.357065439,-0.399539679,-0.014907044,-175.2230988,-71.35731506,-344.1292419,2331,0.824304405,0.306391093,-0.224161102,-0.419998337
2020-12-18 08:38:37,1608280717374,_x9zjhR3yU5,UNKNOWN,WALKING,,,,-0.203018188,-0.911453247,-0.532836914,100.7480469,25.74815559,1.264996811,103.821513,1.357065439,-0.399539679,-0.014907044,-175.2230988,-71.35731506,-344.1292419,2331,0.824304405,0.306391093,-0.224161102,-0.419998337
2020-12-18 08:38:38,1608280718248,_x9zjhR3yU5,UNKNOWN,WALKING,,,,-0.203018188,-0.911453247,-0.532836914,100.7480469,25.74815559,1.264996811,103.821513,1.357065439,-0.399539679,-0.014907044,-175.2230988,-71.35731506,-344.1292419,2331,0.83411864,0.340784835,-0.110273668,-0.419465696
2020-12-18 08:38:38,1608280718343,_x9zjhR3yU5,UNKNOWN,WALKING,,,,-0.203018188,-0.911453247,-0.532836914,100.7480469,25.74815559,1.264996811,103.821513,1.357065439,-0.399539679,-0.014907044,-174.0107269,-79.41760254,-359.2451782,2331,0.83411864,0.340784835,-0.110273668,-0.419465696
2020-12-18 08:38:38,1608280718393,_x9zjhR3yU5,UNKNOWN,WALKING,,,,-0.203018188,-0.911453247,-0.532836914,100.7480469,25.74815559,1.264996811,103.821513,0.069216624,-0.011720572,0.351217955,-174.0107269,-79.41760254,-359.2451782,2331,0.83411864,0.340784835,-0.110273668,-0.419465696
2020-12-18 08:38:38,1608280718443,_x9zjhR3yU5,UNKNOWN,WALKING,,,,-0.203018188,-0.911453247,-0.532836914,100.7494507,25.74815559,1.264996811,103.821513,0.069216624,-0.011720572,0.351217955,-174.0107269,-79.41760254,-359.2451782,2331,0.83411864,0.340784835,-0.110273668,-0.419465696
2020-12-18 08:38:38,1608280718487,_x9zjhR3yU5,UNKNOWN,WALKING,,,,0.079391479,-0.67666626,-0.775131226,100.7494507,25.74815559,1.264996811,103.821513,0.069216624,-0.011720572,0.351217955,-174.0107269,-79.41760254,-359.2451782,2331,0.83411864,0.340784835,-0.110273668,-0.419465696
